Xv5EbpcAAAAJ	Taber LA	biomechanics, morphogenesis	BME	Y
6RwHMzQAAAAJ	Guillermo L. Monroy	Optical Imaging, medicine, primary care, sensors, automation	N/A	N
-ETXWrIAAAAJ	Dao Janjaroen	Environmental Science, Water Treatment Technology, Biofilm Application, Waste Management	N/A	N
-iqhJgQAAAAJ	Thanh H.(Helen) Nguyen	pathogens, food safety, water reuse	N/A	N
-iEm2rUAAAAJ	Frederik Hammes	Drinking water microbiology, Flow Cytometry	N/A	N
olCWoa8AAAAJ	Nico Boon	microbiology, environmental biotechnology, microbial ecology, wastewater treatment, environmental microbiology	N/A	N
86AWJ58AAAAJ	Gang Liu	drinking water distribution system, environmental microbiology	N/A	N
W_6Skd4AAAAJ	Peiying Hong/ Pei-Ying Hong	Applied environmental microbiology, water quality, water reuse, antibiotic resistance, anaerobic processes	N/A	N
UcbMN8QAAAAJ	Gary Andersen	microbial ecology	N/A	N
5ZpsRswAAAAJ	Wen-Tso Liu	Environmental Microbiology, Microbial Ecology, Biotechnology, Environmental Engineering	N/A	N
yC-70wMAAAAJ	Young-Shin Jun	Environmental Nanochemistry, Environmental Interfaces, Nucleation, Water Reuse and Membrane, CO2 Sequestration	ECE	Y
bWOQjSIAAAAJ	Zhen (Jason) He 贺震	Environmental Engineering, Environmental Biotechnology, Resource Recovery, Bioelectrochemical System, Water-Energy Nexus	ECE	Y
_sz6oIoAAAAJ	Yiran Tong	Water and Waste Water Treatment, Groundwater Remediation	N/A	N
BIpt-3MAAAAJ	Carlos Dosoretz	Environmental Biotechnology	N/A	N
VVYP3bgAAAAJ	Jinjun Kan	Environmental Microbiology and Molecular Microbial Ecology	N/A	N
n-Ny3GEAAAAJ	Syeed Md Iskander	Resource recovery, Bioelectrochemical systems, Anaerobic Biotechnology, Advanced oxidation, Membrane fabrication and application	N/A	N
ZmiirIwAAAAJ	Yang Hou	Two-dimensional Hybrid Nanomaterials for Photoelectrochemical water splitting	N/A	N
55pOyCkAAAAJ	Kenneth H. Nealson	environmental microbiology, bioluminescence, geobiology	N/A	N
IZPamgMAAAAJ	John Novak	slduge processing, biological wastewater treatment	N/A	N
iSq5G8cAAAAJ	Shelley Minteer	biofuel cells, biosensors, bioelectrocatalysis, electroanalysis, electrochemistry	N/A	N
Qnzt2JkAAAAJ	Xiaojin (Jim) Li	Anammox, Wastewater Treatment, Environmental Biotechnology	N/A	N
eEdKpQgAAAAJ	Junhong Chen	Nanotechnology & Nanomaterials, Molecular Engineering, Sensors, Nanodevices, Energy & Environment	N/A	N
L8yAc8sAAAAJ	Mohan Qin	Environmental Engineering, Wastewater Treatment, Desalination	N/A	N
mQ4jIssAAAAJ	Shuai Luo, PhD, EIT, LEED GA	Environmental Engineering, Energy Recovery, Electrochemistry, Mathematical Modeling, Algae	N/A	N
rKhaP70AAAAJ	Qingyun Ping	N/A	N/A	N
d6vU434AAAAJ	Shiqiang Zou (邹仕强)	Resource Recovery, Forward Osmosis, Bioelectrochemical Systems, Applied Electrochemistry, Water-Energy Nexus	N/A	N
oSFVC3MAAAAJ	Zhenhai Wen(温珍海)	Electrocatalysis, Energy storage and conversion, Electrochemistry, Materials Science	N/A	N
VjETp_wAAAAJ	Largus T Angenent	Environmental Biotechnology, Environmental Engineering, Biological Engineering	N/A	N
T1j6LZAAAAAJ	Heyang (Harry) Yuan, 袁赫洋	biotechnology, microbiology, microbial ecology, bioelectrochemistry, environmental engineering	N/A	N
QLsTu80AAAAJ	Ibrahim Abu Reesh	Biochemical Engineering & Environmental Biotechnology- Petroleum Refining	N/A	N
VI9bcPYAAAAJ	Fei Zhang	environmental engineering	N/A	N
I2PP9XoAAAAJ	Zheng Ge	wastewater treatment, membrane process, bioelectrochemical system	N/A	N
ggKzpqIAAAAJ	Daniel Giammar	Environmental Engineering, Aquatic Chemistry, Water Treatment, Biogeochemistry, Carbon Sequestration	ECE	Y
Vkg99MwAAAAJ	Britt Huhmann	environmental chemistry, arsenic, iron oxides, hydrology, groundwater	N/A	N
Ylf2iXUAAAAJ	Tuhin Banerji	arsenic removal from water, water and wastewater treatment, groundwater remediation using iron based technologies, advanced oxid	N/A	N
M6QwrLAAAAAJ	Noémie Janot	Environmental Geochemistry, Biogeochemistry	N/A	N
I98W4K0AAAAJ	Sophia Hayes	NMR, nuclear magnetic resonance, solid-state chemistry, OPNMR, semiconductors	N/A	N
3HjjRz8AAAAJ	Samuel M Webb	X-ray Imaging, X-ray Spectroscopy, Geochemistry, Biogeochemistry	N/A	N
SSNUvb8AAAAJ	Soubir Basak	N/A	N/A	N
v5q00U8AAAAJ	Jonathan O. (Josh) Sharp	Environmental Engineering, Environmental Microbiology, Biogeochemistry, Hydrology, Geomicrobiology	N/A	N
--RZd-sAAAAJ	John Fortner	Environmental Engineering, Environmental Chemistry, Advanced Materials, Environmental / Technology Interfaces	N/A	N
w4_W1PkAAAAJ	Yin Wang	water chemistry, water treatment, nanomaterials	N/A	N
YhFEmpMAAAAJ	Daniel S. Alessi	Water resources, environmental geochemistry, geomicrobiology	N/A	N
p0tQZiAAAAAJ	José M. Cerrato	Biogeochemistry, Metal and Radionuclide Cycling at the Water-Energy Interface, Environmental Nanoscience, Water Treatment	N/A	N
pWQGJWEAAAAJ	Philip E. Long	Geomicrobiology, Subsurface Biogeochemistry, Methane Hydrate	N/A	N
PLKoRXsAAAAJ	Kenneth H. Williams	geology, geophysics, earth sciences, biogeochemistry	N/A	N
rr944LsAAAAJ	Juan Salvador Lezama Pacheco	Geochemistry, EXAFS Spectroscopy	N/A	N
_TxappgAAAAJ	Eleanor Schofield	Materials science	N/A	N
v0GIoEgAAAAJ	Zimeng Wang	Aquatic Chemistry, Environmental Engineering, Biogeochemistry, Environmental Modeling, Environmental Transport	N/A	N
YbSq5T0AAAAJ	Harish Veeramani	Biogeochemistry, Applied Geomicrobiology, Bioremediation, Technology Transfer	N/A	N
JwQWFLkAAAAJ	Jeffrey G. Catalano	Geochemistry, Mineralogy	N/A	N
A4D_M_EAAAAJ	Brent J. Williams	Atmospheric Chemistry, Aerosol Science, Aerosol Chemistry	ECE	Y
0yE2tSMAAAAJ	Jian Wang	N/A	ECE	Y
yitVtkQAAAAJ	Stephen J. Turner	Petrology, Geochemistry, Volcanology	ECE	Y
visVQVUAAAAJ	Richard F. Katz	Geodynamics, Petrology, Ice sheets, Fluid mechanics	N/A	N
9PVNjbgAAAAJ	Pavel Izbekov	Petrology, volcanology, experimental petrology, remote sensing	N/A	N
AlGQ8ZEAAAAJ	Stephane Escrig	N/A	N/A	N
WzhF2kUAAAAJ	Cin-Ty Lee	Geology, geochemistry, petrology, geophysics, geodynamics	N/A	N
QfOO7jcAAAAJ	Veronique Le Roux	Geology, Geochemistry, Experimental Petrology, Micro-CT	N/A	N
NFmCFlsAAAAJ	Charles Langmuir	N/A	N/A	N
sMSUuY8AAAAJ	Elijah Thimsen	Gas-phase synthesis, complex inorganic materials, nanoscience and nanotechnology, energy conversion and storage, emergent behavi	ECE	Y
rHHKG_AAAAAJ	Randall V Martin	atmospheric chemistry, aerosols, satellite remote sensing, atmospheric modeling, environment	ECE	Y
c79hBb0AAAAJ	Rajan K. Chakrabarty	N/A	ECE	Y
TOAnGa8AAAAJ	Quing Zhu	cancer imaging, optical imaging, ultrasound	BME	Y
ycVm-gkAAAAJ	Changhui Li	Biomedical optics, Medical imaging, photoacoustic tomography, fluorescence molecular tomography	N/A	N
p_QR9RUAAAAJ	Chao Zhou, PhD	Biomedical Optics, Optical Coherence Tomography, Diffuse Optical Imaging	BME	Y
tLrQhzIAAAAJ	Susan Margulies	biomechanics, brain injury, lung injury	N/A	N
6GB1kv8AAAAJ	Aneesh Alex	Optical imaging, Optogenetics, Biophotonics, Pharmacology	N/A	N
HGTDp1UAAAAJ	Daniel Licht	Neurology, child neurology, brain injury, brain imaging	N/A	N
MYFF5l4AAAAJ	Tejas Kirtane	N/A	N/A	N
2Qlrv_cAAAAJ	Rudolph E Tanzi	Alzheimer's Genetics APP CD33	N/A	N
q4FqPgYAAAAJ	Ulas Sunar	imaging, biomedical optics, spectroscopy, fluorescence	N/A	N
z17wdcsAAAAJ	osman oguz ahsen	Biomedical Optics	N/A	N
jR3NLMsAAAAJ	Yuankai Tao	Biomedical Engineering	N/A	N
10iNskYAAAAJ	Danny JJ Wang	Neuroimaging methodology and applications, Functional MRI, Neuromodulation	N/A	N
G8GezxgAAAAJ	Brian L. Edlow, M.D.	Traumatic Brain Injury, Disorders of Consciousness, Neuroimaging	N/A	N
y3_tUqsAAAAJ	Regine Choe	Biomedical Optics	N/A	N
XqI4gAYAAAAJ	Erin M. Buckley	Diffuse Optical Spectroscopies	N/A	N
HM7WbsgAAAAJ	Meeri N. Kim	Biomedical Optics	N/A	N
m4gr7P8AAAAJ	HSIANG-CHIEH LEE	biomedical imaging, biomedical optics, optical coherence tomography, endoscopy, medical device	N/A	N
M5_wxAkAAAAJ	Desmond Adler	Optical Coherence Tomography, Biomedical Optics	N/A	N
nfeNsaoAAAAJ	John Detre	Neuroimaging and Brain Function	N/A	N
rQ8F7rIAAAAJ	Tsung-Han Tsai	optical coherence tomography, endoscopy, biomedical imaging	N/A	N
4PzSxEMAAAAJ	Guoqiang Yu	N/A	N/A	N
c7reUlAAAAAJ	Turgut Durduran	biomedical optics	N/A	N
LWAFHkEAAAAJ	Arjun Yodh	Condensed Matter Physics, Soft Matter, Optics, Biomedical Optics, Biophotonics	N/A	N
thhRaQYAAAAJ	Michael D. Vahey	N/A	BME	Y
4hNJPNYAAAAJ	Kurt Thoroughman	motor control, education, neuroscience	BME	Y
wSPgTVwAAAAJ	Jonathan Silva	Cardiac Electrophysiology, Ion Channels, Sodium Channels, Biophysics, Biomedical Engineering	BME	Y
S_78QZwAAAAJ	Joshua Brettmann	Biochemistr, Biophysics	N/A	N
TL3wdfgAAAAJ	Colin H Peters	N/A	N/A	N
qYbgZYgAAAAJ	Geoffrey S. Pitt	ion channelopathies, arrhythmia, molecular neuroscience	N/A	N
d5A3WZ8AAAAJ	Arie Krumholz	Biomedical Imaging, Contrast Agents, Photoacousitc Tomography, Optoacoustic	N/A	N
tiHMmkcAAAAJ	Jeanne M. Nerbonne	Membrane Excitability, Ion Channels, Electrical Remodeling, Electrophysiology	N/A	N
OJ2WdXAAAAAJ	HAIXIA ZHANG	electrophysiology	N/A	N
iBbfPfUAAAAJ	rick schuessler	cardiac electrophysiology	N/A	N
pxp6lUEAAAAJ	David Sept	biophysics, computational biology, cytoskeleton	N/A	N
L9dwKyUAAAAJ	Nathan Baker	Computational Biology, Applied Mathematics, Informatics	N/A	N
s2o3_90AAAAJ	Jordi Heijman	Cardiac electrophysiology, computational modeling, systems biology	N/A	N
0YxIvbEAAAAJ	Thomas J. Hund	Biomedical Engineering, Ion Channel Regulation, Cardiac Arrhythmia Mechanisms, Mathematical Modeling	N/A	N
G5Zm8aAAAAAJ	Jonathan D. Moreno	My research focuses on utilizing computational approaches to understand and design better treatment strategies for the pharmacol	N/A	N
aTpJ0fcAAAAJ	Ali Nekouzadeh	Biomedical Engineering	N/A	N
YJVAXCwAAAAJ	Colin G Nichols	Biology, Medicine	N/A	N
5K8RGu8AAAAJ	Varga Zoltan	Biophysics electrophysiology	N/A	N
Nq_T4UwAAAAJ	Jennifer Silva	Pediatric Cardiac Electrophysiology	N/A	N
cuEHP_IAAAAJ	Keith F Decker	Bioinformatics, RNA-seq, Transcriptome Assembly, ChIP-seq, Computational Biology	N/A	N
yexUDMQAAAAJ	Mark Zaydman	Ion Channel Biophysics	N/A	N
yOJ8F4gAAAAJ	Wandi Zhu	Electrophysiology, Ion channels, Cardiovascular system	N/A	N
-DtKfGcAAAAJ	Jai S Rudra	Vaccine, Nanotechnology, Self-assembly, Peptides, Biomaterials	BME	Y
l0RoHAQAAAAJ	Miroslav Nenov	neurophysiology, cardiac physiology, cell signaling, voltage-gated ion channels, synaptic transmission	N/A	N
sIyhllYAAAAJ	Rajagopal Appavu	Nano Vaccine Development, Cocaine Vaccine Development, Pharmaceutical Nanotechnology, Drug Delivery, Peptide/protein chemistry	N/A	N
g_c8sA0AAAAJ	Tao Sun	Immunology, Peptide Vaccine, Tumor Immunology, Immunogenomics	N/A	N
ZYbgXoEAAAAJ	Ye Field Tian	Cancer Immunology	N/A	N
qVKYugIAAAAJ	Anita Chong	Transplantation Immunology, Immunology of self-assembling peptide systems as vaccines	N/A	N
fcTg4fcAAAAJ	Andrew Zloza, MD, PhD	Cancer, Viral Infection, Immunology, Autoimmunity	N/A	N
_HDO25IAAAAJ	Jangwook P. Jung	stem cell, extracellular matrix, composite biomaterials	N/A	N
YCZYhF8AAAAJ	Joel Collier	Biomaterials, immunology, extracellular matrix, bioengineering	N/A	N
VdzVqCwAAAAJ	Rohit V. Pappu	Biophysics, Statistical Physics, Computational Biology	BME	Y
CortFagAAAAJ	Rahul K Das, PhD	Computational Biology, Biophysics, Bioinformatics, Machine Learning, Data Analysis	N/A	N
-deXrt8AAAAJ	Rajgopal Srinivasan	Bioinformatics, Computational Biology	N/A	N
mvdw03oAAAAJ	George Rose	Biophysical Chemistry	N/A	N
62soGRgAAAAJ	Michael Rosen	Biophysics, Cell Biology, Signal Transduction	N/A	N
uASl5F0AAAAJ	Reece Hart	Genome interpretation, protein structure prediction, protein sequence analysis, data integration	N/A	N
HlxqS1MAAAAJ	carl frieden	biophysics	N/A	N
N1vnxn4AAAAJ	Alan A Chen	Computational biophysics of RNA	N/A	N
4agt6FcAAAAJ	A. Keith Dunker	Intrinsically disordered proteins, Biochemistry, Biophysics, Bioinformatics	N/A	N
ctlAGI0AAAAJ	Jay Ponder	Molecular Mechanics, MD Simulation, Biomolecular Modeling	N/A	N
wAoRV_AAAAAJ	Cliff Brangwynne	Biophysics, Bioengineering, Developmental Biology, RNA Biology, Soft Matter	N/A	N
3kp_a7EAAAAJ	Richard Kriwacki	Disordered Proteins	N/A	N
MeSHpCsAAAAJ	Anuradha Mittal	Computational biology	N/A	N
P3wKAyIAAAAJ	Scott L. Crick	Biodetection, Fluorescence, Nanotechnology	N/A	N
FVsf9rkAAAAJ	Nicholas Lyle	intrinsically disordered proteins, protein folding, protein aggregation	N/A	N
x7huTU0AAAAJ	Kiersten M Ruff	Computational Biology, Molecular Biophysics	N/A	N
GHsoyKIAAAAJ	Andreas Vitalis	Computational Biophysics, Neurodegenerative Disease, Algorithms and Methods Development	N/A	N
oe-jFWAAAAAJ	Alex S. Holehouse	Computational Biophysics	N/A	N
2Zeqd3QAAAAJ	Daniel W. Moran	Neuroengineering, Systems Neurophysiology	BME	Y
_QU1opsAAAAJ	Princess Imoukhuede	N/A	BME	Y
5HX--AYAAAAJ	Robert Langer	drug delivery, tissue engineering, biomaterials, nanotechnology, chemistry	N/A	N
G7pJdK4AAAAJ	Lawrence Wawrzyniec Dobrucki	molecular imaging, PET, SPECT, X-ray CT, angiogenesis	N/A	N
K0Sn-VcAAAAJ	Brian J. Roxworthy	Nanophotonics, Plasmonics, MEMS/NEMS, Metasurfaces	N/A	N
8wVcLRsAAAAJ	Randy H. Ewoldt	Fluid mechanics, rheology, complex fluids, soft matter, biomaterial mechanics	N/A	N
mxj0Z5gAAAAJ	JaeHyuk Kwack	High Performance Computing, Computational Mechanics, Fluid-Solid Interactions	N/A	N
OqeXIEMAAAAJ	Arif Masud	Computational Fluid and Solid Mechanics, Computational Sciences, Turbulence, Non-Newtonian Fluids, Biomechanics	N/A	N
bsotxTgAAAAJ	Brian Annex	Peripheral artery disease, angiogenesis	N/A	N
FBR3XoEAAAAJ	Stacey D. Finley	Systems biology, Mathematical modeling, Angiogenesis, Metabolism	N/A	N
TZRFXM8AAAAJ	Robert H. Chow	exocytosis, neuroscience, amperometry, channel, calcium	N/A	N
8ZtyZjAAAAAJ	Raad Nashmi	nicotinic receptors, synaptic transmission, neuroscience	N/A	N
6qEdmcUAAAAJ	Ali Ansari	Cancer, Surface Functionalization, Cell Isolation, Cell Sorting, Bioengineering	N/A	N
E97MRUYAAAAJ	Felipe T Lee-Montiel	Bioengineering (Organs-on-a-chip, Tissue Engineering, Biomaterials)	N/A	N
xxIrRjcAAAAJ	Fraser J. Moss	acid-base physiology, Förster resonance energy transfer, GABA transporter, receptor protein tyrosine phosphatase γ, SLC4	N/A	N
UFHVXkUAAAAJ	Si (Stacie) Chen	Glioblastoma, tumor microenvironment, systems biology, cell heterogeneity	N/A	N
owqUYWMAAAAJ	Aleksander S. Popel	Quantitative Systems Pharmacology, Computational Systems Biology, Angiogenesis, Microcirculation, Cancer Immunotherapy	N/A	N
8KbzXvoAAAAJ	Henry A. Lester	N/A	N/A	N
DLVFrFAAAAAJ	Nathaniel Huebsch	Tissue Engineering, Stem Cells, Hydrogels, Mechanotransduction, Regenerative Medicine	BME	Y
9TpPcjoAAAAJ	Nick Willett	Orthopaedics, Regenerative Medicine, Vascular Biology, Biomedical Engineering	N/A	N
0nOfuMgAAAAJ	Christopher M. Madl	Biomaterials, Tissue Engineering, Regenerative Medicine, Stem Cell Biology	N/A	N
GlBl-VUAAAAJ	Zhigang Suo (锁志刚）	solid mechanics, fracture, adhesion, fatigue, hydrogels	N/A	N
EEGf5OAAAAAJ	Evi Lippens	Tissue engineering, developmental engineering, cell-matrix interactions	N/A	N
E1knViwAAAAJ	Jaeyun Kim	Nanobiotechnology, Biomaterials, Hydrogels, Immunotherapy	N/A	N
Icl5BnYAAAAJ	Anurag Mathur	Bioengineering, Stem Cells, Tissue Engineering, Nanofabrication, Microfluidics	N/A	N
N_Z79YgAAAAJ	Praveen Arany	Laser biology, TGF-beta, Tissue Engineering, Dentistry, Pathology	N/A	N
_D5W9yUAAAAJ	Kangwon Lee, Ph. D	Biomaterials, tissue engineering, Functional Polymers, biosensors	N/A	N
1guy5W4AAAAJ	Ovijit Chaudhuri	biomechanics, mechanobiology, AFM	N/A	N
H5hyYbUAAAAJ	Zhen Ma	Tissue Engineering, Biophotonics, Single-cell Biochip, Mechanobiology, induced pluripotent stem cells	N/A	N
tcg-f_sAAAAJ	Mohammad A. Mandegar	Stem Cell Biology, Genetics, Genome Engineering	N/A	N
z3oG700AAAAJ	Max Darnell	Bioengineering, Mechanobiology, Single-cell Analysis	N/A	N
o_a5zckAAAAJ	Joel D Boerckel	Developmental mechanobiology, development-inspired tissue engineering	N/A	N
8_Yj_RwAAAAJ	Robert E. Guldberg	Musculoskeletal regenerative medicine, tissue engineering, and biomechanics	N/A	N
4bHLr_IAAAAJ	Xuanhe Zhao (赵选贺)	Solid Mechanics, Soft Materials, Active Materials, Hydrogels, Bioadhesives	N/A	N
4tcxRqMAAAAJ	Peter Loskill	Organ-on-a-Chip, Microfluidics, Tissue Engineering, Biomechanics, Surface science	N/A	N
ghPIMpgAAAAJ	Sidi A. Bencherif, Ph.D.	Polymeric Biomaterials, Tissue Engineering, Drug Delivery, Immunoengineering, Cancer Immunotherapy	N/A	N
nngRAEYAAAAJ	Bruce Conklin	human genetics, genome engineering, stem cells	N/A	N
vm1u2DEAAAAJ	Kevin E. Healy	Biomaterials, Tissue Engineering, Stem Cells	N/A	N
ZflJqeUAAAAJ	David Mooney	Biomaterials, Tissue Engineering, Drug Delivery, Immunoengineering, Mechanotransduction	N/A	N
tfQuPyEAAAAJ	Song Hu	Biomedical Engineering, photoacoustic imaging, vascular biology, neurovascular coupling, tumor biology	BME	Y
DrUwvK0AAAAJ	Hong Chen	Medical Ultrasound	BME	Y
bHm5I5sAAAAJ	Vera Khokhlova	N/A	N/A	N
aYbvlrYAAAAJ	Nazanin Hosseinkhah	Ultrasound Contrast Agent Modelling, CFD, Therapeutic Ultrasound	N/A	N
_U9bzEAAAAAJ	Kullervo Hynynen	Biomedical Ultrasound, Ultrasound, HIFU, MRI. Imaging	N/A	N
Gk5QsRoAAAAJ	Cherry Chen Chen	Microbubbles, Ultrasound, Contrast-Enhanced Diagnostic Molecular Imaging, Drug Delivery, Blood-Brain Barrier	N/A	N
XfYRqF4AAAAJ	Dennis Barbour	Sensory Neuroscience, Neuroengineering, Perceptual and Cognitive Testing	BME	Y
HUxQ1TAAAAAJ	Lori A. Setton	Biomedical engineering, orthopaedic science	BME	Y
vHsgntwAAAAJ	Thomas V Stabler	osteoarthritis, nitric oxide metabolism	N/A	N
P6qnxgcAAAAJ	Timothy M Griffin	osteoarthritis, obesity, aging, biomechanics, metabolism	N/A	N
_HYCqwkAAAAJ	Koichi Masuda	N/A	N/A	N
x0ViSaoAAAAJ	Mark W. Grinstaff	polymers, biomaterials, hydrogels, drug delivery, cartilage imaging	N/A	N
K6FhoZYAAAAJ	Aubrey Francisco	early literacy, ed tech	N/A	N
l9UHHYgAAAAJ	Steven A. Olson	arthritis, hip, dysplasia, fracture, pelvis	N/A	N
yiiVQ1MAAAAJ	Mansoor Haider	applied mathematics, math biology, computational mathematics	N/A	N
8a2Z1loAAAAJ	Tod Laursen	Computational mechanics	N/A	N
SXutMMAAAAAJ	Dong Woo Lim	Biomaterials	N/A	N
BLDtWVEAAAAJ	Leonidas Alexopoulos	Systems Biology, Medical devices, Proteomics, Biomechanics	N/A	N
BDZ2z6YAAAAJ	Robby Bowles	Tissue Engineering, Regenerative Medicine, CRISPR, Orthopeadics, Spine	N/A	N
oz_MXbIAAAAJ	Janet L. Huebner	osteoarthritis, biomarkers	N/A	N
YnYx_TgAAAAJ	James C Iatridis	spine, intervertebral disc, back pain, disc degeneration	N/A	N
VP-d_2gAAAAJ	Mohammed F. Shamji	biomaterials, neuropathic pain, spine surgery, neurosurgery	N/A	N
0-tewh8AAAAJ	Virginia Byers Kraus	osteoarthritis, biomarkers, joint regeneration, disease pathogenesis, aging	N/A	N
h9Tji70AAAAJ	Ashutosh Chilkoti	Genetically engineered materials, Drug delivery, Nanotechnology, Biointerface science, Clinical diagnostics	N/A	N
rLSUeLsAAAAJ	Van C. Mow	bioengineering	N/A	N
CWj6pVcAAAAJ	Farshid Guilak	biomechanics, mechanobiology, regenerative medicine, osteoarthritis, cartilage	N/A	N
WwadVmIAAAAJ	Lan Yang	resonator, laser, nonlinear optics, sensing, non-Hermitian physics	ESE	Y
klpr-t0AAAAJ	Jan Wiersig	N/A	N/A	N
Q6WtK04AAAAJ	Fang Bo	Optics, Photonics	N/A	N
BECu7wYAAAAJ	Shanhui Fan	Nanophotonics, Photonic Crystals, Metamaterials, Plasmonics, Solar Cells	N/A	N
BzzEEc0AAAAJ	Venkat Gaddam	Transcutaneous inductive energy transfer, Neuromodulation, micro/nano photonics	N/A	N
qvKcICQAAAAJ	Stefan Rotter	N/A	N/A	N
GbLB9aAAAAAJ	Mariagiovanna Gianfreda	Physics	N/A	N
sr1HGtUAAAAJ	Hui Jing	quantum physics	N/A	N
eYVXgAoAAAAJ	Carl M Bender	N/A	N/A	N
WxJIpkcAAAAJ	Chun-Hua Dong	Microcavity, Optomechanics, Whispering gallery mode	N/A	N
PRCbG2kAAAAJ	Tobias J Kippenberg	Cavity quantum optomechanics, nano-mechanical systems, microresonator Kerr combs, optical frequency combs, high Q microresonator	N/A	N
tiFit0cAAAAJ	Tal Carmon	Cavity optomechanics, nonlinear optics, cavity optocapillaries, liquid-walled microfluidics	N/A	N
L-pC28sAAAAJ	Woosung Kim	Silicon photonics	N/A	N
-goooIUAAAAJ	Gui Lu Long	quantum communication, quantum computation, quantum information, quantum secure direct communication, quantum algorithm	N/A	N
8VfMkGsAAAAJ	Yun-Feng Xiao	Microcavity photonics and quantum optics	N/A	N
SRUYLREAAAAJ	Franco Nori	condensed matter physics, quantum optics, quantum information, superconductivity, circuit QED	N/A	N
F2jhvIoAAAAJ	Lina He	Optical microresonators, microlasers, optical sensors	N/A	N
